Chapter,ID,Chunk,Fellowship
13,57,"Such loveliness in living thing Frodo had never seen before
nor imagined in his mind; and he was both surprised and
abashed to find that he had a seat at Elrond’s table among all
these folk so high and fair.

Though he had a suitable chair,
and was raised upon several cushions, he felt very small, and
rather out of place; but that feeling quickly passed.

The feast was merry and the food all that his hunger could desire.",Positive
16,150,"Frodo sat up.
[Gandalf]: ‘Good morning!’ said Gandalf.

[Gandalf]: ‘For morning it is again at last. I was right, you see. We are high 
up on the east side of Moria. Before today is over we ought to find the Great 
Gates and see the waters of Mirrormere lying in the Dimrill Dale before us.’
[Gimli]: ‘I shall be glad,’ said Gimli.

[Gimli]: ‘I have looked on Moria, and it is very great, but it has become dark 
and dreadful; and we have found no sign of my kindred. I doubt now that Balin
ever came here.’",Positive
2,31,"His hair was perhaps whiter than it had been then,
and his beard and eyebrows were perhaps longer, and his
face more lined with care and wisdom; but his eyes were as
bright as ever, and he smoked and blew smoke-rings with the
same vigour and delight.

He was smoking now in silence, for Frodo was sitting still,
deep in thought.

Even in the light of morning he felt the dark
shadow of the tidings that Gandalf had brought.

At last he broke the silence.",Positive
8,4,"They had just dismounted
to lead their ponies up the last steep slope, when suddenly
Frodo stopped.

[Frodo]: ‘Goldberry!’ he cried.
[Frodo]: ‘My fair lady, clad all in silver green! We have never 
said farewell to her, nor seen her since the evening!’

He was so distressed that he turned back; but at
that moment a clear call came rippling down.

There on the hill-brow she stood beckoning to them: her 
hair was flying loose, and as it caught the sun it shone 
and shimmered.",Negative
4,70,"The sound was coming towards them.

Maggot jumped down and stood holding the ponies’ heads,
and peering forward into the gloom. Clip-clop, clip-clop came
the approaching rider. The fall of the hoofs sounded loud in
the still, foggy air.

[Sam]: ‘You’d better be hidden, Mr. Frodo,’ said Sam anxiously.

[Sam]: ‘You get down in the waggon and cover up with blankets,
and we’ll send this rider to the rightabouts!’

He climbed out and went to the farmer’s side.",Negative
1,107,"As master of Bag End Frodo felt it his painful duty to say
good-bye to the guests.

Rumours of strange events had by
now spread all over the field, but Frodo would only say no
doubt everything will be cleared up in the morning.
About midnight carriages came for the important folk.

One by one
they rolled away, filled with full but very unsatisfied hobbits.",Negative
11,63,"[Aragorn]: ‘He did not make it up,’ said Strider.

[Aragorn]: ‘It is part of the lay that is called The Fall of Gil-galad, 
which is in an ancient tongue. Bilbo must have translated it.
I never knew that.’

[Sam]: ‘There was a lot more,’ said Sam, 
[Sam]: ‘all about Mordor. I didn’t learn that part, it  gave me the 
shivers. I never thought I should be going that way myself!’",Negative
15,10,"[Gandalf]: ‘Someone said that intelligence would be needed 
in the party. He was right. I think I shall come with you.’

So great was Frodo’s delight at this announcement that
Gandalf left the window-sill, where he had been sitting, and
took off his hat and bowed.

[Gandalf]: ‘I only said I think I shall come. Do not count on 
anything yet. In this matter Elrond will have much to say, and 
your friend the Strider. Which reminds me, I want to see Elrond.
I must be off.’",Positive
21,23,"[Frodo]: ‘I saw them away back north before we reached Lorien.’

[Frodo]: ‘And I saw a strange creature with eyes climbing to the flet that 
night. Haldir saw it too. And do you remember the report of the Elves 
that went after the orc-band?’

[Sam]: ‘Ah,’ said Sam, 
[Sam]: ‘I do; and I remember more too. I don’t
like my thoughts; but thinking of one thing and another, and
Mr. Bilbo’s stories and all, I fancy I could put a name on the
creature, at a guess. A nasty name. Gollum, maybe?’",Negative
20,19,"[Elves]: ‘So it is,’ they answered.

[Elves]: ‘But we call it lembas or waybread, and it is more strengthening than 
any food made by Men, and it is more pleasant than cram, by all accounts.’
[Gimli]: ‘Indeed it is,’ said Gimli.

[Gimli]: ‘Why, it is better than the honey- cakes of the Beornings, and 
that is great  praise, for the Beornings are the best bakers that I know 
of; but they are  none too willing to deal out their cakes to travellers 
in these days. You are kindly hosts!’",Positive
15,26,"[Elrond]: ‘They are willing to go at least 
to the passes of the Mountains, and maybe beyond.’

[Elrond]: ‘For men you shall have Aragorn son of
Arathorn, for the Ring of Isildur concerns him closely.’

[Frodo]: ‘Strider!’ cried Frodo.
[Aragorn]: ‘Yes,’ he said with a smile.
[Aragorn]: ‘I ask leave once again to be your companion, Frodo.’
[Frodo]: ‘I would have begged you to come,’ said Frodo, 
[Frodo]: ‘only I thought you were going to Minas Tirith with Boromir.’
[Aragorn]: ‘I am,’ said Aragorn.

[Aragorn]: ‘And the Sword-that-was-Broken shall be re-forged ere I 
set out to war. But your road and our road lie together for many 
hundreds of miles.’",Positive
21,9,"[Frodo]: ‘How wide and empty and mournful all this country looks!’
said Frodo.
[Frodo]: ‘I always imagined that as one journeyed south it got warmer 
and merrier, until winter was left behind for ever.’

[Aragorn]: ‘But we have not journeyed far south yet,’ answered
Aragorn.
[Aragorn]: ‘It is still winter, and we are far from the sea. Here
the world is cold until the sudden spring, and we may yet
have snow again.’

[Aragorn]: ‘Far away down in the Bay of Belfalas, to
which Anduin runs, it is warm and merry, maybe, or would
be but for the Enemy.’",Negative
3,113,"The nearest he ever got was to say: ‘Well, sir, if I could grow
apples like that, I would call myself a gardener.
But it was the singing that went to my heart, if you 
know what I mean.’

Frodo sat, eating, drinking, and talking with delight; but
his mind was chiefly on the words spoken.

He knew a little
of the elf-speech and listened eagerly.

Now and again he
spoke to those that served him and thanked them in their
own language.",Positive
19,60,"[Galadriel]: ‘But this, if you will, is the
magic of Galadriel.’

[Galadriel]: ‘Did you not say that you wished to see Elf-magic?’
[Sam]: ‘I did,’ said Sam, trembling a little between fear and curiosity.
[Sam]: ‘I’ll have a peep, Lady, if you’re willing.

[Sam]: ‘And I’d not mind a glimpse of what’s going on at home,’
he said in an aside to Frodo.

[Sam]: ‘It seems a terrible long time that I’ve been away.
But there, like as not I’ll only see the
stars, or something that I won’t understand.’

[Galadriel]: ‘Like as not,’ said the Lady with a gentle laugh.",Negative
15,90,"The Moon, now at the full, rose over the mountains, and cast
a pale light in which the shadows of stones were black. Many
of them looked to have been worked by hands, though now
they lay tumbled and ruinous in a bleak, barren land.

It was the cold chill hour before the first stir of dawn, and
the moon was low. Frodo looked up at the sky. Suddenly
he saw or felt a shadow pass over the high stars, as if for a
moment they faded and then flashed out again.

He shivered.",Negative
2,112,"[Gandalf]: ‘The Ring of the Enemy would leave its
mark, too, leave him open to the summons. And all folk were
whispering then of the new Shadow in the South, and its
hatred of the West. There were his fine new friends, who
would help him in his revenge!’

[Gandalf]: ‘Wretched fool! In that land he would 
learn much, too much for his comfort.’",Negative
4,14,"[Frodo]: ‘I have finished both now. And I am going to make for
Bucklebury Ferry as quickly as possible.’

[Frodo]: ‘I am not going out
of the way, back to the road we left last night: I am going to
cut straight across country from here.’

[Pippin]: ‘Then you are going to fly,’ said Pippin.

[Pippin]: ‘You won’t cut
straight on foot anywhere in this country.’

[Frodo]: ‘We can cut straighter than the road anyway,’ answered
Frodo.",Neutral
4,5,"[Frodo]: ‘And now leave me in peace for a bit!
I don’t want to answer a string of questions while I am eating.
I want to think!’
[Pippin]: ‘Good heavens!’ said Pippin.
[Pippin]: ‘At breakfast?’ He walked
away towards the edge of the green.
From Frodo’s mind the bright morning – treacherously
bright, he thought – had not banished the fear of pursuit; and
he pondered the words of Gildor.

The merry voice of Pippin came to him.",Negative
14,117,"[Gandalf]: ‘It is the last chapter in the Tale of the Ring, 
so far as it has yet gone.’

[Gandalf]: ‘At the end of June I was in the Shire, but a cloud of anxiety
was on my mind, and I rode to the southern borders of the
little land; for I had a foreboding of some danger, still hidden
from me but drawing near.’

[Gandalf]: ‘There messages reached me tell-
ing me of war and defeat in Gondor, and when I heard of
the Black Shadow a chill smote my heart.’",Negative
5,39,"[Pippin]: ‘You must go – and therefore we must, too.
Merry and I are coming with you.’ 

[Pippin]: ‘Sam is an excellent fellow, and would jump 
down a dragon’s throat to save you, if he did not trip 
over his own feet; but you will need more than one 
companion in your dangerous adventure.’

[Frodo]: ‘My dear and most beloved hobbits!’ 
said Frodo deeply moved.

[Frodo]: ‘But I could not allow it. I decided that 
long ago, too. You speak of danger, but you do 
not understand. This is no treasure-hunt, no 
there-and-back journey. I am flying from
deadly peril into deadly peril.’",Negative
22,35,"For a while he was as still as if his own curse had struck him down; 
then suddenly he wept. He rose and passed his hand over his eyes, 
dashing away the tears.

[Boromir]: ‘What have I said?’ he cried.
[Boromir]: ‘What have I done? Frodo, Frodo!’ he called.

[Boromir]: ‘Come back! A madness took me, but it has passed. Come back!’

There was no answer. Frodo did not even hear his cries.
He was already far away, leaping blindly up the path to the
hill-top. Terror and grief shook him, seeing in his thought
the mad fierce face of Boromir, and his burning eyes.",Negative
14,116,"[Gandalf]: ‘And now I will answer Galdor’s other questions.’

[Gandalf]: ‘What of Saruman? What are his counsels to us in this need?
This tale I must tell in full, for only Elrond has heard it yet, and that in brief; 
but it will bear on all that we must resolve.’

[Gandalf]: ‘It is the last chapter in the Tale of the Ring, 
so far as it has yet gone.’",Neutral
5,30,"[Pippin]: ‘Cousin Frodo has been very close,’ said Pippin.

[Pippin]: ‘But the time has come for him to open out.’

[Pippin]: ‘So far we have been given nothing more to 
go on than Farmer Maggot’s guess that it has something 
to do with old Bilbo’s treasure.’
[Frodo]: ‘That was only a guess,’ said Frodo hastily.

[Frodo]: ‘Maggot does not know anything.’

[Merry]: ‘Old Maggot is a shrewd fellow,’ said Merry.

[Merry]: ‘A lot goes on behind his round face that does 
not come  out in his talk.’",Neutral
10,52,"[Aragorn]: ‘that I hoped you would take to me for my
own sake. A hunted man sometimes wearies of 
distrust and longs for friendship. But there, I believe my 
looks are against me.’

[Pippin]: ‘They are – at first sight at any rate,’ laughed Pippin with
sudden relief after reading Gandalf’s letter.

[Pippin]: ‘But handsome
is as handsome does, as we say in the Shire; and I daresay
we shall all look much the same after lying for days in hedges
and ditches.’",Positive
1,14,"[Gaffer]: ‘Very much like Mr. Bilbo, and in more than looks.
After all his father was a Baggins.’ 

[Gaffer]: ‘A decent respectable hobbit was Mr. Drogo
Baggins; there was never much to tell of him, till he was
drownded.’
[Public]: ‘Drownded?’ said several voices.

They had heard this and
other darker rumours before, of course; but hobbits have a
passion for family history, and they were ready to hear it
again.

[Gaffer]: ‘Well, so they say,’ said the Gaffer.

[Gaffer]: ‘You see: Mr. Drogo,
he married poor Miss Primula Brandybuck.",Neutral
14,1,"Next day Frodo woke early, feeling refreshed and well. He
walked along the terraces above the loud-flowing Bruinen
and watched the pale, cool sun rise above the far mountains,
and shine down, slanting through the thin silver mist; the
dew upon the yellow leaves was glimmering, and the woven
nets of gossamer twinkled on every bush.

Sam walked beside him, saying nothing, but sniffing the air, 
and looking every now and again with wonder in his eyes at 
the great heights in the East.",Positive
18,126,"He was wrapped in some
fair memory: and as Frodo looked at him he knew that he
beheld things as they once had been in this same place.

For the grim years were removed from the face of Aragorn, and
he seemed clothed in white, a young lord tall and fair; and
he spoke words in the Elvish tongue to one whom Frodo
could not see.

[Aragorn]: ‘Arwen vanimelda, namarie!’ he said, and then
he drew a breath, and returning out of his thought he looked
at Frodo and smiled.",Positive
5,5,"His family grew and grew, and after his days continued to grow, 
until Brandy Hall occupied the whole of the low hill, and had 
three large front-doors, many side-doors, and about a hundred 
windows.

The Brandybucks and their numerous dependants then began 
to burrow, and later to build, all round about.

That was the origin of Buckland, a thickly inhabited strip 
between the river and the Old Forest, a sort of colony 
from the Shire.",Neutral
11,71,"He picked it up and examined it, turning it in his fingers.

[Aragorn]: ‘This has been handled recently,’ he said.
[Aragorn]: ‘What do you think of these marks?’

On the flat under-side Frodo saw some scratches:
[Frodo]: ‘There seems to be a stroke, a dot, and three more strokes,’
he said.

[Aragorn]: ‘The stroke on the left might be a G-rune with thin 
branches,’ said Strider.

[Aragorn]: ‘It might be a sign left by Gandalf,
though one cannot be sure. The scratches are fine, and they
certainly look fresh.’",Neutral
3,19,"Autumn was well under way before Frodo began to worry
about Gandalf again.

September was passing and there was
still no news of him.

The Birthday, and the removal, drew
nearer, and still he did not come, or send word.
Bag End began to be busy.

Some of Frodo’s friends came to stay and
help him with the packing: there was Fredegar Bolger and
Folco Boffin, and of course his special friends Pippin Took
and Merry Brandybuck.

Between them they turned the whole
place upside-down.",Negative
3,17,"[Gandalf]: ‘In the meanwhile stick to your plan;
but be more careful than ever, especially of the Ring.
Let me impress on you once more: don’t use it!’

He went off at dawn.

[Gandalf]: ‘I may be back any day,’ he said.

[Gandalf]: ‘At the very latest I shall come back for the farewell party.
I think after all you may need my company on the Road.’",Neutral
2,46,"[Frodo]: ‘There wasn’t any permanent harm done, was there?’
asked Frodo anxiously.
[Frodo]: ‘He would get all right in time, wouldn’t he?
Be able to rest in peace, I mean?’
[Gandalf]: ‘He felt better at once,’ said Gandalf.
[Gandalf]: ‘But there is only one
Power in this world that knows all about the Rings and their
effects; and as far as I know there is no Power in the world
that knows all about hobbits. Among the Wise I am the
only one that goes in for hobbit-lore: an obscure branch of
knowledge, but full of surprises.’",Negative
6,15,"Looking ahead they could see only tree-trunks
of innumerable sizes and shapes: straight or bent, twisted,
leaning, squat or slender, smooth or gnarled and branched;
and all the stems were green or grey with moss and slimy,
shaggy growths.

Merry alone seemed fairly cheerful.

[Frodo]: ‘You had better lead
on and find that path,’ Frodo said to him.

[Frodo]: ‘Don’t let us lose
one another, or forget which way the Hedge lies!’",Positive
13,63,"[Frodo]: ‘But I am equally curious,’ he added, 
[Frodo]: ‘to learn what brings so important a dwarf so far from 
the Lonely Mountain.’ Gloin looked at him.

[Gloin]: ‘If you have not heard, I think we will not speak yet of that 
either. Master Elrond will summon us all ere long, I believe, and 
then we shall all hear many things. But there is much else 
that may be told.’",Neutral
2,134,"[Gandalf]: ‘Well!’ said Gandalf at last.

[Gandalf]: ‘What are you thinking about?
Have you decided what to do?’
[Frodo]: ‘No!’ answered Frodo, coming back to himself out of dark-
ness, and finding to his surprise that it was not dark, and that
out of the window he could see the sunlit garden.

[Frodo]: ‘Or perhaps, yes.’",Positive
16,144,"[Gandalf]: ‘The Elves dearly loved it, and
among many uses they made of it ithildin, starmoon, which
you saw upon the doors. Bilbo had a corslet of mithril-rings
that Thorin gave him. I wonder what has become of it?
Gathering dust still in Michel Delving Mathom-house, I
suppose.’

[Gimli]: ‘What?’ cried Gimli, startled out of his silence.

[Gimli]: ‘A corslet of Moria-silver? That was a kingly gift!’

[Gandalf]: ‘Yes,’ said Gandalf. 
[Gandalf]: ‘I never told him, but its worth was
greater than the value of the whole Shire and everything in it.’",Positive
5,18,"[Merry]: ‘Well, what do you think of it?’ asked Merry coming 
up the passage.

[Merry]: ‘We have done our best in a short time to make
it look like home. After all Fatty and I only got here with the
last cart-load yesterday.’

Frodo looked round. It did look like home. Many of his
own favourite things – or Bilbo’s things (they reminded him
sharply of him in their new setting) – were arranged as nearly
as possible as they had been at Bag End.",Neutral
3,91,"[Frodo]: ‘Yes, it is Elves,’ said Frodo.

[Frodo]: ‘One can meet them sometimes in the Woody End.’

[Frodo]: ‘They don’t live in the Shire, but
they wander into it in spring and autumn, out of their own
lands away beyond the Tower Hills. I am thankful that they
do! You did not see, but that Black Rider stopped just here
and was actually crawling towards us when the song began.
As soon as he heard the voices he slipped away.’
[Sam]: ‘What about the Elves?’ said Sam, too excited to trouble
about the rider.’",Positive
18,69,"[Haldir]: ‘The four hobbits shall climb up here and stay with us –
we do not fear them!’

[Haldir]: ‘There is another talan in the next tree.
There the others must take refuge. You, Legolas, must
answer to us for them. Call us, if anything is amiss!
And have an eye on that dwarf!’

Legolas at once went down the ladder to take Haldir’s
message; and soon afterwards Merry and Pippin clambered
up on to the high flet. They were out of breath and seemed
rather scared.

[Merry]: ‘There!’ said Merry panting.",Negative
19,18,"[Galadriel]: ‘Now tell us where he is; for I much desired to
speak with him again.’

[Galadriel]: ‘But I cannot see him from afar, unless
he comes within the fences of Lothlorien: a grey mist is about
him, and the ways of his feet and of his mind are hidden
from me.’

[Aragorn]: ‘Alas!’ said Aragorn.
[Aragorn]: ‘Gandalf the Grey fell into shadow.
He remained in Moria and did not escape.’

At these words all the Elves in the hall cried aloud in grief
and amazement.",Negative
1,100,"[Bilbo]: ‘Well, that’s that,’ he said.
[Bilbo]: ‘Now I’m off!’
They went out into the hall.

Bilbo chose his favourite stick from the stand; then he whistled.
Three dwarves came out of different rooms where they had been busy.

[Bilbo]: ‘Is everything ready?’ asked Bilbo.
[Bilbo]: ‘Everything packed and
labelled?’
[Dwarves]: ‘Everything,’ they answered.
[Bilbo]: ‘Well, let’s start then!’

He stepped out of the front-door.
It was a fine night, and the black sky was dotted with stars.
He looked up, sniffing the air.

[Bilbo]: ‘What fun! What fun to be off
again, off on the Road with dwarves!
This is what I have really been longing for, for years!
Good-bye!’ he said, looking
at his old home and bowing to the door. He looked up, sniffing the air.",Neutral
8,40,"After a while the song became clearer, and with dread in his 
heart he perceived that it had changed into an incantation:
[Frodo]: ‘Cold be hand and heart and bone,
and cold be sleep under stone:
never more to wake on stony bed,
never, till the Sun fails and the Moon is dead.
In the black wind the stars shall die,
and still on gold here let them lie,
till the dark lord lifts his hand
over dead sea and withered land.’",Negative
13,17,"[Gandalf]: ‘How do the side and shoulder feel now?’
[Frodo]: ‘I don’t know,’ Frodo answered.

[Frodo]: ‘They don’t feel at all:
which is an improvement, but’ – he made an effort – ‘I can
move my arm again a little. Yes, it is coming back to life.
It is not cold,’ he added, touching his left hand with his right.

[Gandalf]: ‘Good!’ said Gandalf.
[Gandalf]: ‘It is mending fast. You will soon be
sound again. Elrond has cured you: he has tended you for
days, ever since you were brought in.’

[Frodo]: ‘Days?’ said Frodo.",Neutral
9,49,"The local inhabitants did not look pleased at the prospect. The 
hobbits did not pay much attention  to all this, as it did not at 
the moment seem to concern hobbits. Big Folk
could hardly beg for lodgings in hobbit-holes.

They were more interested in Sam and Pippin, who were now feeling
quite at home, and were chatting gaily about events in the
Shire.

Pippin roused a good deal of laughter with an account
of the collapse of the roof of the Town Hole in Michel
Delving: Will Whitfoot, the Mayor, and the fattest hobbit in
the Westfarthing, had been buried in chalk, and came out
like a floured dumpling.",Positive
22,72,"[Sam]: ‘Your legs are too short, so use your head! Let me see now! 
Boromir isn’t lying, that’s not his way; but he hasn’t told us everything.
Something scared Mr. Frodo badly.’

[Sam]: ‘He screwed himself up to the point, sudden. He made up his mind 
at last – to go. Where to? Off East. Not without Sam? Yes, without even his 
Sam. That’s hard, cruel hard.’

Sam passed his hand over his eyes, brushing away the tears.
[Sam]: ‘Steady, Gamgee!’ he said.",Negative
12,7,"[Aragorn]: ‘I fear, Sam, that they believe your master has a 
deadly wound that will subdue him to their will. We shall see!’

Sam choked with tears.
[Aragorn]: ‘Don’t despair!’ said Strider.

[Aragorn]: ‘You must trust me now. Your Frodo is made of sterner 
stuff than I had guessed, though Gandalf hinted that it might 
prove so. He is not slain, and I think he will resist the evil 
power of the wound longer than his enemies expect.’

[Aragorn]: ‘I will do all I can to help and heal him.
Guard him well, while I am away!’",Negative
14,81,"[Gandalf]: ‘[Saruman]: ‘‘Fear not! His hope will cheat him.
Have I not earnestly studied this matter? Into Anduin the Great it fell; and 
long ago, while Sauron slept,  it was rolled down the River to the Sea. 
There let it lie until the End.’’ ’

Gandalf fell silent, gazing eastward from the porch to the
far peaks of the Misty Mountains, at whose great roots the
peril of the world had so long lain hidden. He sighed.

[Gandalf]: ‘There I was at fault,’ he said.",Negative
21,55,"[Gimli]: ‘But I am glad that the shadow came
no nearer. I liked it not at all. Too much it reminded me of
the shadow in Moria – the shadow of the Balrog,’ he ended
in a whisper.

[Frodo]: ‘It was not a Balrog,’ said Frodo, still shivering with the
chill that had come upon him.
[Frodo]: ‘It was something colder. I think it was...’
Then he paused and fell silent.

[Boromir]: ‘What do you think?’ asked Boromir eagerly, leaning from
his boat, as if he was trying to catch a glimpse of Frodo’s face.

[Frodo]: ‘I think... No, I will not say,’ answered Frodo.",Positive
19,3,"Their height could not be guessed, but they stood
up in the twilight like living towers. In their many-tiered
branches and amid their ever-moving leaves countless lights
were gleaming, green and gold and silver.

Haldir turned towards the Company.
[Haldir]: ‘Welcome to Caras Galadhon!’ he said.
[Haldir]: ‘Here is the city of the Galadhrim where dwell the 
Lord Celeborn and Galadriel the Lady of Lorien.’

[Haldir]: ‘But we cannot enter here, for the gates
do not look northward.’",Neutral
14,121,"[Gandalf]: ‘I knew then what I had dreaded without knowing it. [Radagast]: ‘‘The 
Enemy must have some great need or purpose,’’ said Radagast; [Radagast]: ‘‘but 
what it is that makes him look to these distant and desolate parts, I cannot 
guess. [Gandalf]: ‘‘What do you mean?’’ said I.’

[Gandalf]: ‘[Radagast]: ‘‘I have been told that wherever they go the Riders 
ask for news of a land called Shire.’’ [Gandalf]: ‘‘The Shire,’’ I said; but 
my heart sank.’",Negative
18,34,"In the dim light of the stars their stems
were grey, and their quivering leaves a hint of fallow gold.

[Aragorn]: ‘Lothlorien!’ said Aragorn.
[Aragorn]: ‘Glad I am to hear again the wind in the trees!
We are still little more than five leagues from the Gates, but we can go 
no further. Here let us hope that the virtue of the Elves will keep us 
tonight from the peril that comes behind.’

[Gimli]: ‘If Elves indeed still dwell here in the darkening world,’
said Gimli.",Positive
6,54,"He felt a compelling desire for cool water.

[Frodo]: ‘Wait for me, Sam,’ he stammered.
[Frodo]: ‘Must bathe feet a minute.’

Half in a dream he wandered forward to the riverward side
of the tree, where great winding roots grew out into the
stream, like gnarled dragonets straining down to drink.

He straddled one of these, and paddled his hot feet in the cool
brown water; and there he too suddenly fell asleep with his
back against the tree.

Sam sat down and scratched his head, and yawned like a
cavern. He was worried.",Negative
5,54,"[Frodo]: ‘I fear those Black Riders,
and I am sure it is unsafe to stay in one place long, especially
in a place to which it is known I was going. Also Gildor
advised me not to wait. But I should very much like to see
Gandalf. ’

[Frodo]: ‘I could see that even Gildor was disturbed when he
heard that Gandalf had never appeared.
It really depends on
two things. How soon could the Riders get to Bucklebury?
And how soon could we get off? It will take a good deal of
preparation.’",Negative
5,55,"[Merry]: ‘The answer to the second question,’ said Merry, 
[Merry]: ‘is that we could get off in an hour. I have prepared 
practically everything. There are five ponies in a stable across 
the fields; stores and tackle are all packed, except for a few 
extra clothes, and the perishable food.’

[Frodo]: ‘It seems to have been a very efficient conspiracy,’ said
Frodo.
[Frodo]: ‘But what about the Black Riders? Would it be safe
to wait one day for Gandalf?’",Neutral
5,43,"[Merry]: ‘Suddenly in the distance the S.-B.s appeared, 
coming towards us. Bilbo slowed down, and then 
hey presto! he vanished.’

[Merry]: ‘I was so startled that I hardly had the wits to hide 
myself in a more ordinary fashion; but I got through 
the hedge and walked along the field inside. I was peeping 
through into the road, after the S.-B.s had passed, and was 
looking straight at Bilbo when he suddenly reappeared. I caught 
a glint of gold as he put something back in his trouser-pocket.’

[Merry]: ‘After that I kept my eyes open. In fact, I confess that I
spied.But you must admit that it was very intriguing, and
I was only in my teens.’",Positive
5,7,"Though, as a matter of fact, they were not very different from 
the other hobbits of the Four Farthings. Except in one point: 
they were fond of boats, and some of them could swim.

Their land was originally unprotected from the East; but
on that side they had built a hedge: the High Hay.

It had been planted many generations ago, and was now 
thick and tall, for it was constantly tended.",Neutral
3,18,"[Gandalf]: ‘At the very latest I shall come back for the farewell party.
I think after all you may need my company on the Road.’

At first Frodo was a good deal disturbed, and wondered
often what Gandalf could have heard; but his uneasiness
wore off, and in the fine weather he forgot his troubles for a
while.

The Shire had seldom seen so fair a summer, or so
rich an autumn: the trees were laden with apples, honey was
dripping in the combs, and the corn was tall and full.

Autumn was well under way before Frodo began to worry
about Gandalf again.",Negative
2,122,"[Gandalf]: ‘Of course, my dear Frodo, it was dangerous for you; and
that has troubled me deeply.’

[Gandalf]: ‘But there was so much at stake
that I had to take some risk – though even when I was far
away there has never been a day when the Shire has not been
guarded by watchful eyes.’

[Gandalf]: ‘As long as you never used it, I did
not think that the Ring would have any lasting effect on
you, not for evil, not at any rate for a very long time.’",Negative
22,47,"He took the Ring off his finger.
He was kneeling in clear sunlight before the high seat.
A black shadow seemed to pass like an arm above him; it
missed Amon Hen and groped out west, and faded.
Then all the sky was clean and blue and birds sang in every tree.
Frodo rose to his feet. A great weariness was on him, but
his will was firm and his heart lighter. 

He spoke aloud to himself. 
[Frodo]: ‘I will do now what I must,’ he said.",Positive
20,5,"[Celeborn]: ‘On which side will you journey? The way to Minas Tirith
lies upon this side, upon the west; but the straight road of the
Quest lies east of the River, upon the darker shore. Which
shore will you now take?’

[Boromir]: ‘If my advice is heeded, it will be the western shore, and
the way to Minas Tirith,’ answered Boromir.
[Boromir]: ‘But I am not the leader of the Company.’

The others said nothing, and Aragorn looked doubtful and troubled.

[Celeborn]: ‘I see that you do not yet know what to do,’ said Celeborn.",Negative
10,54,"[Sam]: ‘How do we know you are the Strider
that Gandalf speaks about?’ he demanded.

[Sam]: ‘You never mentioned Gandalf, till this letter came out.
You might be a play-acting spy, for all I can see, trying to get us to 
go with you. You might have done in the real Strider and took his 
clothes. What have you to say to that?’

[Aragorn]: ‘That you are a stout fellow,’ answered Strider; 
[Aragorn]: ‘but I am afraid my only answer to you, Sam Gamgee, 
is this.’",Negative
6,13,"[Merry]: ‘or at  least I have heard so; but I have never 
seen any of them. But something makes paths.’

[Merry]: ‘Whenever one comes inside one finds open 
tracks; but they seem to shift and change from time to 
time in a queer fashion.’

[Merry]: ‘Not far from this tunnel there is, or was for a long
time, the beginning of quite a broad path leading to the
Bonfire Glade, and then on more or less in our direction, east
and a little north. That is the path I am going to try and find.’

The hobbits now left the tunnel-gate and rode across the
wide hollow.",Neutral
5,4,"They were the windows of Brandy Hall, the ancient
home of the Brandybucks.

Long ago Gorhendad Oldbuck, head of the Oldbuck
family, one of the oldest in the Marish or indeed in the Shire,
had crossed the river, which was the original boundary of
the land eastwards.

He built (and excavated) Brandy Hall, changed his name to 
Brandybuck, and settled down to become master of what 
was virtually a small independent country.",Neutral
3,90,"Clear voices rose and fell in the starlit air.

The black shadow straightened up and retreated.
It climbed on to the shadowy horse and seemed to
vanish across the lane into the darkness on the other side.
Frodo breathed again.

[Sam]: ‘Elves!’ exclaimed Sam in a hoarse whisper.
[Sam]: ‘Elves, sir!’

He would have burst out of the trees and dashed off 
towards the voices, if they had not pulled him back.

[Frodo]: ‘Yes, it is Elves,’ said Frodo.

[Frodo]: ‘One can meet them sometimes in the Woody End.’",Positive
18,97,"[Legolas]: ‘I am an Elf and a kinsman here,’ said Legolas, becoming
angry in his turn.

[Aragorn]: ‘Now let us cry: ‘‘a plague on the stiff necks of Elves!’’ ’
said Aragorn.

[Aragorn]: ‘But the Company shall all fare alike. Come,
bind our eyes, Haldir!’
[Gimli]: ‘I shall claim full amends for every fall and stubbed toe, if
you do not lead us well,’ said Gimli as they bound a cloth
about his eyes.

[Haldir]: ‘You will have no claim,’ said Haldir.
[Haldir]: ‘I shall lead you well,
and the paths are smooth and straight.’",Negative
22,60,"It was then that they discovered that Boromir, who at first had been sitting 
silent on the outside of the circle, was no longer there.

[Sam]: ‘Now where’s he got to?’ cried Sam, looking worried.
[Sam]: ‘He’s been a bit queer lately, to my mind. But anyway he’s not in
this business. He’s off to his home, as he always said; and no blame to him.’

[Sam]: ‘But Mr. Frodo, he knows he’s got to find the
Cracks of Doom, if he can.’",Negative
2,18,"[Sam]: ‘All right,’ said Sam, laughing with the rest.
[Sam]: ‘But what about these Tree-men, these giants, as you might call them?
They do say that one bigger than a tree was seen up away
beyond the North Moors not long back.’
[Ted]: ‘Who’s they?’
[Sam]: ‘My cousin Hal for one. He works for Mr. Boffin at
Overhill and goes up to the Northfarthing for the hunting.
He saw one.’

[Ted]: ‘Says he did, perhaps.
Your Hal’s always saying he’s seen
things; and maybe he sees things that ain’t there.’",Neutral
